id,headword,normalized_headword,pronunciation,pos,pos_tag,morph,etymology,gloss_en,gloss_ru,definition,senses,examples,source,page,confidence,notes,pronunciation_ipa,pronunciation_deva,pron_confidence,pron_note,pron_token_sample
1707,Lujbud,Lujbud,,ADJ.,adj.,,,Pendulous and shaking,,Pendulous and shaking,,"m. and f. Riddle: Poṛó áwú kukṭú lujbudé kóṇ, Máṇ ná khai kuṭṭuwá úṇ terí gáhak. 'There came a dog with hanging, quivering ears. Don't bite me, O pup, I am your customer.' (Reply: 'The forget-me-not')",mainDictionary_repaired.csv,53,original,,Lujbud,Lujbud,low,unmapped_chars_sample='Lujbud' count=6,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'b', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}, {'matched': None, 'char': 'd', 'pos': 5}]"
1708,Lukáwṇu,Lukawnu,,V.T.,v.t. re.,,H. lukáná,"To conceal, to hide",,"To conceal, to hide",,"f. -í, pl. -é",mainDictionary_repaired.csv,53,original,,Lukáwṇu,Lukáwṇu,low,unmapped_chars_sample='Lukáwṇ' count=7,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1709,Lukṇu,Luknu,,V.A.,v.a. re.,,,"To hide, to be concealed",,"To hide, to be concealed",,"f. -í, pl. -é",mainDictionary_repaired.csv,53,original,,Lukṇu,Lukṇu,low,unmapped_chars_sample='Lukṇu' count=5,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1710,Luku-luku,Luku-luku,,ADV.,adv.,,,Secretly,,Secretly,,,mainDictionary_repaired.csv,53,original,,Luku-luku,Luku-luku,low,unmapped_chars_sample='Luku-l' count=9,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'u', 'pos': 3}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}]"
1711,Lukṭlí,Luktli,,N.F.,n.f.,,,"Fickleness, unsteadiness, inconstancy",,"Fickleness, unsteadiness, inconstancy",,"-láṇí, v.a. re. To be inconstant. (Syn. laklaulí)",mainDictionary_repaired.csv,53,original,,Lukṭlí,Lukṭlí,low,unmapped_chars_sample='Lukṭlí' count=6,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'ṭ', 'pos': 3}, {'matched': None, 'char': 'l', 'pos': 4}, {'matched': None, 'char': 'í', 'pos': 5}]"
1712,Lúṇ,Lun,,NOUN,n.m.,,S. Lavaṇa,Salt,,Salt,,,mainDictionary_repaired.csv,53,original,,Lúṇ,Lúṇ,low,unmapped_chars_sample='Lúṇ' count=3,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}]"
1713,Lund,Lund,,NOUN,n.m.,,,A wicked man,,A wicked man,,,mainDictionary_repaired.csv,53,original,,Lund,Lund,low,unmapped_chars_sample='Lund' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'n', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}]"
1714,Lúňg,Lung,,N.F.,n.f.,,,Sprouts,,Sprouts,,pl. -é,mainDictionary_repaired.csv,53,original,,Lúňg,Lúňg,low,unmapped_chars_sample='Lúňg' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'ú', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'g', 'pos': 3}]"
1715,Luňkṛ,Lunkr,,NOUN,n.m.,,,See Loṛ,,See Loṛ,,,mainDictionary_repaired.csv,53,original,,Luňkṛ,Luňkṛ,low,unmapped_chars_sample='Luňkṛ' count=5,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṛ', 'pos': 4}]"
1716,Luňkú or -á,Lunku or -a,,ADJ.,adj.,,,"Salty,-ṇu, v.t. re. To be agony,m.; f. -í, pl. -é",,"Salty,-ṇu, v.t. re. To be agony,m.; f. -í, pl. -é",,,mainDictionary_repaired.csv,53,original,,Luňkú or -á,Luňkú ओr -á,low,unmapped_chars_sample='Luňkú ' count=10,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ň', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}, {'matched': None, 'char': ' ', 'pos': 5}]"
1717,Luṇ-ṇu,Lun-nu,,V.T.,v.t. re.,,,"To cut, to lop",,"To cut, to lop",,"f. -í, pl. -é",mainDictionary_repaired.csv,53,original,,Luṇ-ṇu,Luṇ-ṇu,low,unmapped_chars_sample='Luṇ-ṇu' count=6,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'ṇ', 'pos': 2}, {'matched': None, 'char': '-', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1718,Luwá,Luwa,,V.P.T.,v.p.t.,,,Took,,Took,,Also lowá,mainDictionary_repaired.csv,53,original,,Luwá,Luwá,low,unmapped_chars_sample='Luwá' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'u', 'pos': 1}, {'matched': None, 'char': 'w', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1719,Lwád,Lwad,,N.F.,n.f.,,H. aulād,Offspring,,Offspring,,"-hoṇí, v.i. ir. To be with offspring. (Syn. ágaṭ)",mainDictionary_repaired.csv,53,original,,Lwád,Lwád,low,unmapped_chars_sample='Lwád' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'w', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'd', 'pos': 3}]"
1720,Lwaiṇé,Lwaine,,N.F.,n.f. pl.,,,A kind of grass that grows with wheat,,A kind of grass that grows with wheat,,,mainDictionary_repaired.csv,53,original,,Lwaiṇeː,Lwअiṇए (lengthened),low,unmapped_chars_sample='Lwiṇ' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'w', 'pos': 1}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 2, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 5, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}]"
1721,Lwál,Lwal,,NOUN,n.m.,,H. uchhāl,A jump,,A jump,,"-deṇá, v.i. re. To jump",mainDictionary_repaired.csv,53,original,,Lwál,Lwál,low,unmapped_chars_sample='Lwál' count=4,"[{'matched': None, 'char': 'L', 'pos': 0}, {'matched': None, 'char': 'w', 'pos': 1}, {'matched': None, 'char': 'á', 'pos': 2}, {'matched': None, 'char': 'l', 'pos': 3}]"
1722,Má,Ma,,N.F.,n.f.,,,Mother,,Mother,,Also an affix added to a verb in the past tense for the first person singular. As: Karu-má 'I will do'. Hámeň karu-má 'We will do'. Hameň karu-mí 'We (women) will do'.,mainDictionary_repaired.csv,53,original,,Má,Má,low,unmapped_chars_sample='Má' count=2,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}]"
1723,"Mábáp, mábáw","Mabap, mabaw",,NOUN,n.m.,,,Parents,,Parents,,,mainDictionary_repaired.csv,53,original,,"Mábáp, mábáw","Mábáp, mábáw",low,"unmapped_chars_sample='Mábáp,' count=12","[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'b', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'p', 'pos': 4}, {'matched': None, 'char': ',', 'pos': 5}]"
1724,Máchh,Machh,,NOUN,n.m.,,,"A man, a person",,"A man, a person",,Also Michh,mainDictionary_repaired.csv,53,original,,Mát͡ʃh,Máच/छh,low,unmapped_chars_sample='Máh' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 4}]"
1725,Machán,Machan,,NOUN,n.m.,,,A small hut erected on a tree to watch from (Káňgṛá and Hill States of Simla),,A small hut erected on a tree to watch from (Káňgṛá and Hill States of Simla),,,mainDictionary_repaired.csv,53,original,,Mat͡ʃán,Mअच/छán,low,unmapped_chars_sample='Mán' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'n', 'pos': 5}]"
1726,Máchchh,Machchh,,ADJ.,adj. f.,,S. Mṛityuvatsā,A woman or any female animal whose offspring never lives long,,A woman or any female animal whose offspring never lives long,,,mainDictionary_repaired.csv,53,original,,Mát͡ʃt͡ʃh,Máच/छच/छh,low,unmapped_chars_sample='Máh' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 4, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 6}]"
1727,Máchhlí,Machhli,,N.F.,n.f.,,,A fish,,A fish,,"-gháṇí, v.i. re. To fish",mainDictionary_repaired.csv,53,original,,Mát͡ʃhlí,Máच/छhlí,low,unmapped_chars_sample='Máhlí' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'h', 'pos': 4}, {'matched': None, 'char': 'l', 'pos': 5}, {'matched': None, 'char': 'í', 'pos': 6}]"
1728,Máchṇu,Machnu,,V.A.,v.a. re.,,,To sound or resound,,To sound or resound,,,mainDictionary_repaired.csv,53,original,,Mát͡ʃṇu,Máच/छṇu,low,unmapped_chars_sample='Máṇu' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': 'ch', 'ipa': 't͡ʃ', 'deva': 'च/छ', 'pos': 2, 'len': 2, 'note': ""Palatal affricate (as in 'church')""}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1729,Madákṛí,Madakri,,N.F.,n.f.,,,The head of a sheep or goat,,The head of a sheep or goat,,,mainDictionary_repaired.csv,53,original,,Madákṛí,Mअdákṛí,low,unmapped_chars_sample='Mdákṛí' count=6,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'd', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'k', 'pos': 4}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
1730,Máṭí,Mati,,N.F.,n.f.,,,A free grant of land,,A free grant of land,,,mainDictionary_repaired.csv,53,original,,Máṭí,Máṭí,low,unmapped_chars_sample='Máṭí' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'ṭ', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}]"
1731,Magh,Magh,,NOUN,n.m. pl.,,,The long pepper,,The long pepper,,,mainDictionary_repaired.csv,53,original,,Magh,Mअgh,low,unmapped_chars_sample='Mgh' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}]"
1732,Maghéňyíň,Maghenyin,,N.F.,n.f.,,,See Magoň (Kullu),,See Magoň (Kullu),,,mainDictionary_repaired.csv,53,original,,Magheːňyíň,Mअghए (lengthened)ňyíň,low,unmapped_chars_sample='Mghňyí' count=7,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'é', 'ipa': 'eː', 'deva': 'ए (lengthened)', 'pos': 4, 'len': 1, 'note': 'Marked as distinct in orthography; likely length or stress'}, {'matched': None, 'char': 'ň', 'pos': 5}]"
1733,Magheṛá or -u,Maghera or -u,,ADJ.,adj.,,,"Dear, costly, of high price",,"Dear, costly, of high price",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,53,original,,Magheṛá or -u,Mअghएṛá ओr -u,low,unmapped_chars_sample='Mghṛá ' count=10,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 4, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': 'ṛ', 'pos': 5}]"
1734,Magr,Magr,,NOUN,n.m. pl.,,,"A term for the fortnight, the last week of Posh and the first week of Mágh. It is supposed to be the time of intense cold and heavy snowfall.",,"A term for the fortnight, the last week of Posh and the first week of Mágh. It is supposed to be the time of intense cold and heavy snowfall.",,,mainDictionary_repaired.csv,53,original,,Magr,Mअgr,low,unmapped_chars_sample='Mgr' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'g', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
1735,"Mah, másh","Mah, mash",,NOUN,n.m. pl.,,,Black pulse,,Black pulse,,,mainDictionary_repaired.csv,54,original,,"Mah, másh","Mअh, másh",low,"unmapped_chars_sample='Mh, má' count=8","[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': ',', 'pos': 3}, {'matched': None, 'char': ' ', 'pos': 4}, {'matched': None, 'char': 'm', 'pos': 5}]"
1736,"Maháráj, mahárájeň","Maharaj, maharajen",,NOUN,n.m.,,S. Mahārāja,O great king; A term of address to a Hill Chief,,O great king; A term of address to a Hill Chief,,,mainDictionary_repaired.csv,54,original,,"Maháráj, mahárájeň","Mअháráj, mअhárájएň",low,unmapped_chars_sample='Mháráj' count=15,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': None, 'char': 'á', 'pos': 5}]"
1737,Mahr,Mahr,,NOUN,n.m.,,,A collector of revenue (Biláspur),,A collector of revenue (Biláspur),,,mainDictionary_repaired.csv,54,original,,Mahr,Mअhr,low,unmapped_chars_sample='Mhr' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}]"
1738,Mahrás,Mahras,,N.F.,n.f.,,,A headman's circle (Mahlóg),,A headman's circle (Mahlóg),,,mainDictionary_repaired.csv,54,original,,Mahrás,Mअhrás,low,unmapped_chars_sample='Mhrás' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'h', 'pos': 2}, {'matched': None, 'char': 'r', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 's', 'pos': 5}]"
1739,Maiá,Maia,,N.F.,n.f.,,,(1) Love; (2) Eagerness,,(1) Love; (2) Eagerness,,,mainDictionary_repaired.csv,54,original,,Maiá,Mअiá,low,unmapped_chars_sample='Miá' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'i', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1740,Majá,Maja,,NOUN,n.m.,,,"Pleasure, comfort",,"Pleasure, comfort",,"-áwṇá, v.s. re. To be pleased",mainDictionary_repaired.csv,54,original,,Majá,Mअjá,low,unmapped_chars_sample='Mjá' count=3,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}]"
1741,Majáwṇu,Majawnu,,V.T.,v.t. re.,,,To cause or allow to cleanse,,To cause or allow to cleanse,,"f. -í, pl. -é",mainDictionary_repaired.csv,54,original,,Majáwṇu,Mअjáwṇu,low,unmapped_chars_sample='Mjáwṇu' count=6,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'á', 'pos': 3}, {'matched': None, 'char': 'w', 'pos': 4}, {'matched': None, 'char': 'ṇ', 'pos': 5}]"
1742,"Maje-rá, -ru","Maje-ra, -ru",,ADJ.,adj.,,,"Fine, pretty",,"Fine, pretty",,"m.; f. -í, pl. -é",mainDictionary_repaired.csv,54,original,,"Maje-rá, -ru","Mअjए-rá, -ru",low,"unmapped_chars_sample='Mj-rá,' count=10","[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 3, 'len': 1, 'note': 'Mid-front vowel'}, {'matched': None, 'char': '-', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
1743,Majíre,Majire,,NOUN,n.m. pl.,,,(1) Stripes or a rim; (2) A kind of musical bells,,(1) Stripes or a rim; (2) A kind of musical bells,,,mainDictionary_repaired.csv,54,original,,Majíre,Mअjírए,low,unmapped_chars_sample='Mjír' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'í', 'pos': 3}, {'matched': None, 'char': 'r', 'pos': 4}, {'matched': 'e', 'ipa': 'e', 'deva': 'ए', 'pos': 5, 'len': 1, 'note': 'Mid-front vowel'}]"
1744,Majkáwṇu,Majkawnu,,V.T.,v.t. re.,,,To cause or allow to rend or tear,,To cause or allow to rend or tear,,"f. -í, pl. -é",mainDictionary_repaired.csv,54,original,,Majkáwṇu,Mअjkáwṇu,low,unmapped_chars_sample='Mjkáwṇ' count=7,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'á', 'pos': 4}, {'matched': None, 'char': 'w', 'pos': 5}]"
1745,"Majkṇu, maskṇu","Majknu, masknu",,V.T.,v.t. re.,,,To crush,,To crush,,"f. -í, pl. -é",mainDictionary_repaired.csv,54,original,,"Majkṇu, maskṇu","Mअjkṇu, mअskṇu",low,"unmapped_chars_sample='Mjkṇu,' count=12","[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'k', 'pos': 3}, {'matched': None, 'char': 'ṇ', 'pos': 4}, {'matched': None, 'char': 'u', 'pos': 5}]"
1746,Májṇu,Majnu,,V.T.,v.t. re.,,,"To cleanse, to clean",,"To cleanse, to clean",,"f. -í, pl. -é",mainDictionary_repaired.csv,54,original,,Májṇu,Májṇu,low,unmapped_chars_sample='Májṇu' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'ṇ', 'pos': 3}, {'matched': None, 'char': 'u', 'pos': 4}]"
1747,Majnú,Majnu,,NOUN,n.m.,,,A willow tree,,A willow tree,,Syn. besó,mainDictionary_repaired.csv,54,original,,Majnú,Mअjnú,low,unmapped_chars_sample='Mjnú' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'j', 'pos': 2}, {'matched': None, 'char': 'n', 'pos': 3}, {'matched': None, 'char': 'ú', 'pos': 4}]"
1748,Mákhan,Makhan,,NOUN,n.m.,,,See Chopar,,See Chopar,,,mainDictionary_repaired.csv,54,original,,Mákhan,Mákhअn,low,unmapped_chars_sample='Mákhn' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': None, 'char': 'á', 'pos': 1}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'n', 'pos': 5}]"
1749,Makhaul,Makhaul,,NOUN,n.m.,,,Jest,,Jest,,"-karṇá, v.a. re. To make a jest",mainDictionary_repaired.csv,54,original,,Makhaul,Mअkhअul,low,unmapped_chars_sample='Mkhul' count=5,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 4, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'u', 'pos': 5}]"
1750,Makhí,Makhi,,N.F.,n.f. pl.,,S. Makṣhikā; H. Makkhī,Flies,,Flies,,,mainDictionary_repaired.csv,54,original,,Makhí,Mअkhí,low,unmapped_chars_sample='Mkhí' count=4,"[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}]"
1751,"Makhír, mkhú","Makhir, mkhu",,NOUN,n.m.,,,Honey,,Honey,,,mainDictionary_repaired.csv,54,original,,"Makhír, mkhú","Mअkhír, mkhú",low,"unmapped_chars_sample='Mkhír,' count=11","[{'matched': None, 'char': 'M', 'pos': 0}, {'matched': 'a', 'ipa': 'a', 'deva': 'अ', 'pos': 1, 'len': 1, 'note': ""Short 'a' vowel""}, {'matched': None, 'char': 'k', 'pos': 2}, {'matched': None, 'char': 'h', 'pos': 3}, {'matched': None, 'char': 'í', 'pos': 4}, {'matched': None, 'char': 'r', 'pos': 5}]"
